sample-id	biosample_accession	biospecimen_repository_sample_id	bodysite	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	psn	public	qiita_study_id	sample_type	sample_type_qiita	scientific_name	sequencecenter	taxon_id	title
1927.SRS063293.SRX020512.SRR046963	SAMN00082317	700113097	R_Retroauricular_crease	HMP_SRS063293.SRX020512.SRR046963	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764872181	9606	39	-77	HMPDAC	FALSE	700113097	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063293.SRX020517.SRR046562	SAMN00082317	700113097	R_Retroauricular_crease	HMP_SRS063293.SRX020517.SRR046562	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764872181	9606	39	-77	HMPDAC	FALSE	700113097	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063298.SRX020569.SRR046551	SAMN00082322	700113537	Mid_vagina	HMP_SRS063298.SRX020569.SRR046551	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:central vagina	human	Homo sapiens	763719065	9606	39	-77	HMPDAC	FALSE	700113537	TRUE	1927	Mid_vagina	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063304.SRX022228.SRR058091	SAMN00082328	700111869	Anterior_nares	HMP_SRS063304.SRX022228.SRR058091	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	414519462	9606	39	-77	HMPDAC	FALSE	700111869	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	JCVI	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063307.SRX022232.SRR058094	SAMN00082331	700111596	Stool	HMP_SRS063307.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	937495960	9606	39	-77	HMPDAC	FALSE	700111596	TRUE	1927	Stool	feces	human gut metagenome	JCVI	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063310.SRX020519.SRR046864	SAMN00082334	700114933	Vaginal_introitus	HMP_SRS063310.SRX020519.SRR046864	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	human	Homo sapiens	561079058	9606	39	-77	HMPDAC	FALSE	700114933	TRUE	1927	Vaginal_introitus	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063318.SRX022232.SRR058094	SAMN00082342	700111622	Subgingival_plaque	HMP_SRS063318.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	937495960	9606	39	-77	HMPDAC	FALSE	700111622	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063324.SRX020519.SRR046503	SAMN00082348	700114517	Stool	HMP_SRS063324.SRX020519.SRR046503	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	739574095	9606	39	-77	HMPDAC	FALSE	700114517	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063340.SRX020569.SRR049473	SAMN00082364	700113533	Anterior_nares	HMP_SRS063340.SRX020569.SRR049473	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	763719065	9606	39	-77	HMPDAC	FALSE	700113533	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	WUGSC	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063342.SRX020549.SRR049391	SAMN00082366	700114090	L_Retroauricular_crease	HMP_SRS063342.SRX020549.SRR049391	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764062976	9606	39	-77	HMPDAC	FALSE	700114090	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063361.SRX022225.SRR058088	SAMN00082385	700110750	R_Retroauricular_crease	HMP_SRS063361.SRX022225.SRR058088	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	492786515	9606	39	-77	HMPDAC	FALSE	700110750	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	JCVI	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063383.SRX022224.SRR058087	SAMN00082407	700110689	Subgingival_plaque	HMP_SRS063383.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	368533040	9606	39	-77	HMPDAC	FALSE	700110689	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063388.SRX022232.SRR058094	SAMN00082412	700111604	Saliva	HMP_SRS063388.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	937495960	9606	39	-77	HMPDAC	FALSE	700111604	TRUE	1927	Saliva	saliva	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063400.SRX020569.SRR046613	SAMN00082424	700113521	Supragingival_plaque	HMP_SRS063400.SRX020569.SRR046613	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	763719065	9606	39	-77	HMPDAC	FALSE	700113521	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063404.SRX020512.SRR047071	SAMN00082428	700114824	L_Antecubital_fossa	HMP_SRS063404.SRX020512.SRR047071	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	375450439	9606	39	-77	HMPDAC	FALSE	700114824	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063416.SRX022224.SRR058087	SAMN00082440	700111365	Saliva	HMP_SRS063416.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	160825720	9606	39	-77	HMPDAC	FALSE	700111365	TRUE	1927	Saliva	saliva	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063417.SRX020670.SRR046236	SAMN00082441	700114161	Posterior_fornix	HMP_SRS063417.SRX020670.SRR046236	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	human	Homo sapiens	763840445	9606	39	-77	HMPDAC	FALSE	700114161	TRUE	1927	Posterior_fornix	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063426.SRX022232.SRR058094	SAMN00082450	700111069	Supragingival_plaque	HMP_SRS063426.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	686765762	9606	39	-77	HMPDAC	FALSE	700111069	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063429.SRX020532.SRR046970	SAMN00082453	700113033	Anterior_nares	HMP_SRS063429.SRX020532.SRR046970	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	764750800	9606	39	-77	HMPDAC	FALSE	700113033	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	WUGSC	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063438.SRX020548.SRR047333	SAMN00082462	700114353	Saliva	HMP_SRS063438.SRX020548.SRR047333	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	765560005	9606	39	-77	HMPDAC	FALSE	700114353	TRUE	1927	Saliva	saliva	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063457.SRX022225.SRR058088	SAMN00082481	700110691	L_Retroauricular_crease	HMP_SRS063457.SRX022225.SRR058088	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	368533040	9606	39	-77	HMPDAC	FALSE	700110691	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	JCVI	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063462.SRX020670.SRR047677	SAMN00082486	700114027	Buccal_mucosa	HMP_SRS063462.SRX020670.SRR047677	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	763395383	9606	39	-77	HMPDAC	FALSE	700114027	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063480.SRX022232.SRR058094	SAMN00082504	700111851	Attached_Keratinized_gingiva	HMP_SRS063480.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	414519462	9606	39	-77	HMPDAC	FALSE	700111851	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063481.SRX022224.SRR058087	SAMN00082505	700110632	Subgingival_plaque	HMP_SRS063481.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	295137534	9606	39	-77	HMPDAC	FALSE	700110632	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063494.SRX022232.SRR058094	SAMN00082518	700111469	Saliva	HMP_SRS063494.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	451588811	9606	39	-77	HMPDAC	FALSE	700111469	TRUE	1927	Saliva	saliva	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063499.SRX020532.SRR046996	SAMN00082523	700114254	Hard_palate	HMP_SRS063499.SRX020532.SRR046996	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	663835652	9606	39	-77	HMPDAC	FALSE	700114254	TRUE	1927	Hard_palate	hard palate	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063501.SRX020532.SRR046994	SAMN00082525	700114195	Tongue_dorsum	HMP_SRS063501.SRX020532.SRR046994	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	289996019	9606	39	-77	HMPDAC	FALSE	700114195	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063513.SRX020569.SRR046701	SAMN00082537	700113636	Subgingival_plaque	HMP_SRS063513.SRX020569.SRR046701	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	763536994	9606	39	-77	HMPDAC	FALSE	700113636	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063514.SRX020532.SRR049541	SAMN00082538	700114357	Tongue_dorsum	HMP_SRS063514.SRX020532.SRR049541	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	765560005	9606	39	-77	HMPDAC	FALSE	700114357	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063515.SRX020532.SRR046910	SAMN00082539	700113045	Buccal_mucosa	HMP_SRS063515.SRX020532.SRR046910	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	764750800	9606	39	-77	HMPDAC	FALSE	700113045	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063516.SRX020532.SRR047046	SAMN00082540	700114840	Tongue_dorsum	HMP_SRS063516.SRX020532.SRR047046	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	375450439	9606	39	-77	HMPDAC	FALSE	700114840	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063522.SRX020532.SRR046922	SAMN00082546	700114230	Vaginal_introitus	HMP_SRS063522.SRX020532.SRR046922	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	human	Homo sapiens	663835652	9606	39	-77	HMPDAC	FALSE	700114230	TRUE	1927	Vaginal_introitus	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063535.SRX022232.SRR058094	SAMN00082559	700111875	Posterior_fornix	HMP_SRS063535.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	human	Homo sapiens	414519462	9606	39	-77	HMPDAC	FALSE	700111875	TRUE	1927	Posterior_fornix	vaginal mucus	human vaginal metagenome	JCVI	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063551.SRX020532.SRR046913	SAMN00082575	700114745	Supragingival_plaque	HMP_SRS063551.SRX020532.SRR046913	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	764831721	9606	39	-77	HMPDAC	FALSE	700114745	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063554.SRX020569.SRR049421	SAMN00082578	700113596	Supragingival_plaque	HMP_SRS063554.SRX020569.SRR049421	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700113596	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063560.SRX020548.SRR047335	SAMN00082584	700114244	Anterior_nares	HMP_SRS063560.SRX020548.SRR047335	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	663835652	9606	39	-77	HMPDAC	FALSE	700114244	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	WUGSC	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063594.SRX020542.SRR046375	SAMN00082618	700114076	Buccal_mucosa	HMP_SRS063594.SRX020542.SRR046375	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	764062976	9606	39	-77	HMPDAC	FALSE	700114076	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063603.SRX020569.SRR046607	SAMN00082627	700114633	Supragingival_plaque	HMP_SRS063603.SRX020569.SRR046607	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	763901136	9606	39	-77	HMPDAC	FALSE	700114633	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063608.SRX022156.SRR058115	SAMN00082632	700110606	Stool	HMP_SRS063608.SRX022156.SRR058115	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	295137534	9606	39	-77	HMPDAC	FALSE	700110606	TRUE	1927	Stool	feces	human gut metagenome	JCVI	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063611.SRX022225.SRR058088	SAMN00082635	700110634	L_Retroauricular_crease	HMP_SRS063611.SRX022225.SRR058088	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	295137534	9606	39	-77	HMPDAC	FALSE	700110634	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	JCVI	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063612.SRX020532.SRR047031	SAMN00082636	700114205	Throat	HMP_SRS063612.SRX020532.SRR047031	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	289996019	9606	39	-77	HMPDAC	FALSE	700114205	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063624.SRX022228.SRR058091	SAMN00082648	700111081	Anterior_nares	HMP_SRS063624.SRX022228.SRR058091	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	686765762	9606	39	-77	HMPDAC	FALSE	700111081	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	JCVI	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063628.SRX022232.SRR058094	SAMN00082652	700111487	Subgingival_plaque	HMP_SRS063628.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	451588811	9606	39	-77	HMPDAC	FALSE	700111487	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063636.SRX020532.SRR047001	SAMN00082660	700113083	Attached_Keratinized_gingiva	HMP_SRS063636.SRX020532.SRR047001	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	764872181	9606	39	-77	HMPDAC	FALSE	700113083	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063651.SRX020532.SRR047054	SAMN00082675	700113041	Tongue_dorsum	HMP_SRS063651.SRX020532.SRR047054	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	764750800	9606	39	-77	HMPDAC	FALSE	700113041	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063665.SRX022232.SRR058094	SAMN00082689	700111614	Attached_Keratinized_gingiva	HMP_SRS063665.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	937495960	9606	39	-77	HMPDAC	FALSE	700111614	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063673.SRX020548.SRR050034	SAMN00082697	700114844	Buccal_mucosa	HMP_SRS063673.SRX020548.SRR050034	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	375450439	9606	39	-77	HMPDAC	FALSE	700114844	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063675.SRX020512.SRR049552	SAMN00082699	700113642	L_Antecubital_fossa	HMP_SRS063675.SRX020512.SRR049552	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	763536994	9606	39	-77	HMPDAC	FALSE	700113642	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS063679.SRX020512.SRR046966	SAMN00082703	700114637	L_Retroauricular_crease	HMP_SRS063679.SRX020512.SRR046966	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	763901136	9606	39	-77	HMPDAC	FALSE	700114637	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
